id,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202620CSCI15988,"Operating Systems",428,15988,A,4,"MWF 1300-1350,  ","S Carl",TBA,20,3,"Available: 17","Prerequisite: ( CSCI 270  or  CSCI 370 ) and  MATH 215  ","Process management, memory management, processor scheduling, file systems, concurrent programming, distributed processing, security.",CSCI,"Computer Science",CSCI,202620,"4 hours"
202620WRIT16116,"Beginning Fiction Workshop",206,16116,A,4,"M 1400-1630,  ","K Wilson",TBA,15,15,"Closed // Waitlist: 2","General Education: G2: Understanding the Arts<br><br>Reserved Seats: new first-year students - 6 (none available)","Discussions will center on students' fiction. Selected readings are assigned to focus on technical problems of craftsmanship and style.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16117,"Beginning Fiction Workshop",206,16117,B,4,"R 1330-1600,  ","K Wilson",TBA,15,15,"Closed // Waitlist: 1","General Education: G2: Understanding the Arts<br><br>Reserved Seats: new first-year students - 6 (none available)","Discussions will center on students' fiction. Selected readings are assigned to focus on technical problems of craftsmanship and style.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16118,"Beginning Fiction Workshop",206,16118,C,4,"T 1330-1600,  ","M Rai",TBA,15,15,"Closed // Waitlist: 1","General Education: G2: Understanding the Arts<br><br>Reserved Seats: new first-year students - 6 (none available)","Discussions will center on students' fiction. Selected readings are assigned to focus on technical problems of craftsmanship and style.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16119,"Beginning Playwriting Workshop",207,16119,A,4,"W 1400-1630,  ","E Wilder",TBA,15,13,"Available: 2 Reserved // Waitlist: 1","General Education: G2: Understanding the Arts<br><br>Reserved Seats: new first-year students - 6 (2 available)","Discussions will center on students' plays. Selected readings are assigned to focus on technical problems of craftsmanship and style.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16120,"Forms of Poetry",210,16120,A,4,"TR 1100-1215,  ","J Whiteside",TBA,15,15,"Closed // Waitlist: 2","Prerequisite:  WRIT 205  or  WRIT 206  or  WRIT 207  or  WRIT 208  ","Craft-based instruction in specific formal issues in the tradition of poetry. Students will read poems through the lens of technique and craft, studying how writers utilize certain forms. The class will also focus on the generation of creative work, adhering to the forms discussed in class.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16121,"Forms of Drama",215,16121,A,4,"TR 0930-1045,  ","E Wilder",TBA,15,15,"Closed // Waitlist: 1","Prerequisite:  WRIT 205  or  WRIT 206  or  WRIT 207  or  WRIT 208  ","Craft-based instruction in specific formal issues in the tradition of drama. Students will read plays through the lens of technique and craft, studying how writers utilize certain forms. The class will also focus on the generation of creative work, adhering to the forms discussed in class.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16122,"Intermediate Poetry Workshop",305,16122,A,4,"TR 1500-1615,  ","J Whiteside",TBA,15,9,"Available: 6","Prerequisite:  WRIT 205 ","In the intermediate workshop, students expand their skills writing, reading, and critiquing poems, as well as share their writing with peers in a workshop setting. The course builds upon the basics of craft learned in the Beginning Poetry Workshop and explores more complex ways of utilizing that craft. Students read a diverse range of published poems, but the primary focus is the creation and critique of their own work and the work of their peers.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620WRIT16123,"Intermediate Fiction Workshop",306,16123,A,4,"T 1930-2200,  ","M Rai",TBA,15,15,"Closed // Waitlist: 0","Prerequisite:  WRIT 206 ","In the intermediate workshop, students expand their skills writing, reading, and critiquing short stories, as well as share their writing with peers in a workshop setting. The course builds upon the basics of craft learned in the Beginning Fiction Workshop and explores more complex ways of utilizing that craft. Students read a diverse range of published short stories, but the primary focus is the creation and critique of their own work and the work of their peers.",WRIT,"Creative Writing",WRIT,202620,"4 hours"
202620DANC15989,"Fundamentals of Movement",111,15989,A,4,"MWF 0900-0950,  ","C World",TBA,15,14,"Available: 1 Reserved","General Education: G2: Understanding the Arts<br><br>Reserved Seats: new first-year students - 5 (1 available)","A physical exploration of human movement potential and the development of body-mind awareness through expressive, rhythmic patterns that is particularly relevant for dancers, actors, musicians, and athletes. Concepts and theories underlying movement skills are practiced and analyzed as a means of experiencing the world more dynamically and intentionally in performance and in life.",DANC,Dance,DANC,202620,"4 hours"
202620DANC15990,"Dance Science and Somatics",315,15990,A,4,"TR 1500-1615,  ","C World",TBA,15,8,"Available: 7","Prerequisites: One course in dance","An exploration of fundamental principles of movement to ensure safety, development, and growth as a performing artist through studies of somatic techniques, functional anatomy and kinesiology, and injury prevention. This course is equal parts lecture and embodied movement practice.",DANC,Dance,DANC,202620,"4 hours"
202620ECON15992,"Principles of Economics",120,15992,B,4,"MWF 0900-0950,  ","P Mahler",TBA,26,14,"Available: 12","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (8 available)","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202620,"4 hours"
202620ECON15993,"Principles of Economics",120,15993,C,4,"MWF 1100-1150,  ","B Sturgill",TBA,26,25,"Available: 1","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (none available)","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202620,"4 hours"
202620ECON15994,"Principles of Economics",120,15994,D,4,"MWF 1200-1250,  ","B Sturgill",TBA,26,18,"Available: 8","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (2 available)","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202620,"4 hours"
202620ECON15996,"Principles of Economics",120,15996,E,4,"TR 1330-1445,  ","K Misra",TBA,26,17,"Available: 9","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (none available)","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202620,"4 hours"
202620ECON15997,"Principles of Economics",120,15997,F,4,"TR 1500-1615,  ","K Misra",TBA,26,5,"Available: 21","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (9 available)","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202620,"4 hours"
202620ECON15998,"Principles of Econometrics",133,15998,A,4,"TR 0930-1045,  ","T Song",TBA,24,24,"Closed // Waitlist: 7","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Prerequisites: ECON 120","This course is an introduction to econometrics, a field of economics that facilitates the understanding of economic literature and pursuit of empirical research in economics. It covers the use of basic statistical methods, probability theory, sampling theory, estimation, hypothesis testing, and linear regression. Students practice the application of these techniques by collecting, organizing, and analyzing real-world economic data using the statistical software STATA.",ECON,Economics,ECON,202620,"4 hours"
202620ECON15999,"Principles of Econometrics",133,15999,B,4,"TR 1100-1215,  ","T Song",TBA,24,24,"Closed // Waitlist: 6","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Prerequisites: ECON 120","This course is an introduction to econometrics, a field of economics that facilitates the understanding of economic literature and pursuit of empirical research in economics. It covers the use of basic statistical methods, probability theory, sampling theory, estimation, hypothesis testing, and linear regression. Students practice the application of these techniques by collecting, organizing, and analyzing real-world economic data using the statistical software STATA.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16000,"Microeconomic Theory",201,16000,A,4,"MWF 1200-1250,  ","P Mahler",TBA,26,25,"Available: 1","Waitlist by Class Standing; Prerequisites: (ECON 101 or ECON 120) and (MATH 101, MATH 102, or MATH 207)","Studies the behavior of consumers, firms, and industries, and the conditions of equilibrium in output/input markets and in the economy as a whole.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16001,"Microeconomic Theory",201,16001,B,4,"MWF 1300-1350,  ","P Mahler",TBA,26,21,"Available: 5","Waitlist by Class Standing; Prerequisites: (ECON 101 or ECON 120) and (MATH 101, MATH 102, or MATH 207)","Studies the behavior of consumers, firms, and industries, and the conditions of equilibrium in output/input markets and in the economy as a whole.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16002,"Macroeconomic Theory",202,16002,A,4,"TR 0800-0915,  ","L Sherpa",TBA,26,26,"Closed // Waitlist: 4","Waitlist by Class Standing; Prerequisites: (ECON 102 or ECON120) and (MATH 101, MATH 102, or MATH 207)","The theory of economic growth, employment, and the price level.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16003,"Applied Econometrics",233,16003,A,4,"MWF 1000-1050,  ","A Elrod",TBA,24,24,"Closed // Waitlist: 1","Prerequisite:  ECON 133 ","This course provides an introduction to economic applications of statistics, including descriptive statistics, probability theory, distributions, parameter estimation, hypothesis testing, simple and multiple regression, and the application of these statistics to economic research. Students will use econometric software and real-world data to study economic questions. Open only to students pursuing majors in Economics or Finance.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16004,"Applied Econometrics",233,16004,B,4,"MWF 1100-1150,  ","A Elrod",TBA,24,24,"Closed // Waitlist: 3","Prerequisite:  ECON 133 ","This course provides an introduction to economic applications of statistics, including descriptive statistics, probability theory, distributions, parameter estimation, hypothesis testing, simple and multiple regression, and the application of these statistics to economic research. Students will use econometric software and real-world data to study economic questions. Open only to students pursuing majors in Economics or Finance.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16005,"Money and Banking",301,16005,A,4,"TR 1100-1215,  ","L Sherpa",TBA,20,20,"Closed // Waitlist: 10","Waitlist by Class Standing; Prerequisites: ECON 102 or ECON 120","A study of the American monetary and banking systems, with particular attention to commercial banking, the Federal Reserve System, monetary theory, and monetary policy.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16006,"Urban Economics",308,16006,A,4,"TR 1500-1615,  ","T Song",TBA,20,20,"Closed // Waitlist: 0","Prerequisites: ECON 101 or ECON 120","This course explores how the location decisions of utility-maximizing households and profit-maximizing firms lead to the formation of cities. Economic principles underlying urban development and their application to current policy debates are understood through examination of transportation, education, crime, housing, the role of government in land use patterns, and other urban issues.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16007,"Industrial Organization and Public Policy",315,16007,A,4,"MWF 1000-1050,  ","M St-Pierre",TBA,20,17,"Available: 3","Prerequisite:  ECON 201 ","Discusses the economic performance of firms and industries; the importance of industrial structure in determining performance; the problem of monopoly, business behavior, and performance; public policies to promote competition; and public regulation.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16278,"Institutional and Political Economy of Global Underdevelopment",319,16278,A,4,"T 1930-2200,  ","K Misra",TBA,20,10,"Available: 10","Prerequisite: ( ECON 101  or  ECON 120 ) and ( MATH 101  or  MATH 102  or  MATH 207 ) ","This course builds on insights from the empirical political economy and the new institutional economics literatures to bridge the gap between classical and heterodox development models. We will discuss how colonial policies and institutions may continue to impact resource extraction and the adoption of exclusionary policies in post-colonial economies. Further, this course will study how domestic (contemporary and historical) factors may attenuate or exacerbate the effect of geo-political and economic factors affecting development outcomes.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16008,"Growth Theory",326,16008,A,4,"MWF 0900-0950,  ","B Sturgill",TBA,20,3,"Available: 17","Prerequisite:  ECON 202  or  ECON 306  ","This course explores long run economic growth, as opposed to short run fluctuations in economic growth arising from business cycles. Motivated by stylized facts from both cross-country and time series data, the course considers the following types of questions: Why are some countries so rich while others are so poor? What explains the heterogeneity in the growth experience across countries, with some growing at a moderate pace over long periods, others growing rapidly over shorter periods, and yet others stagnating. Investigation of such questions is guided by the neoclassical growth model and modern theories of endogenous growth including variety expansion and quality ladder models. As the models are fleshed out, topics covered may include, but are not limited to: investment, technological progress and its relationship to research and development; education, health and population; the role of government and institutions; and the role of natural resources.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16009,"Public Finance and Fiscal Policy",331,16009,A,4,"MWF 0900-0950,  ","M St-Pierre",TBA,20,18,"Available: 2","Prerequisites: ECON 101 or ECON 120","Examines the economic function of government: allocation of resources, distribution of income, stabilization. Revenue structure: federal, state, and local taxation. Government expenditure: the federal budget, criteria for evaluating government expenditures, specific programs. Fiscal policy.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16010,"Environmental Economics",335,16010,A,4,"MWF 0800-0850,  ","A Elrod",TBA,20,20,"Closed // Waitlist: 5","Prerequisites: ECON 101 or ECON 120","A study of the causes of and solutions for pollution and environmental degradation weighs the value of ecosystems and their role in sustaining economic activity. Applies cost/benefit analysis to environmental issues and provides an introduction to economics of nonrenewable and renewable resources such as mines, forests, and fish.",ECON,Economics,ECON,202620,"4 hours"
202620ECON16011,"International Finance",344,16011,A,4,"TR 0800-0915,  ","K Theyson",TBA,20,6,"Available: 14","Prerequisite:  ECON 202 ","This courses studies financial aspects of growth, income and price level determination in open economies. Topics include the balance of payments, exchange rate determination, international payment adjustment mechanisms, capital flows, and international macroeconomic policy.",ECON,Economics,ECON,202620,"4 hours"
202620ENGL16012,"Literature and Composition",101,16012,A,4,"MWF 0900-0950,  ","M Jafri",TBA,15,15,"Closed // Waitlist: 2","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16013,"Literature and Composition",101,16013,B,4,"MWF 1000-1050,  ","K Malone",TBA,15,15,"Closed // Waitlist: 5","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16014,"Literature and Composition",101,16014,C,4,"MWF 1100-1150,  ","J Michael",TBA,15,14,"Available: 1 Reserved // Waitlist: 1","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (1 available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16015,"Literature and Composition",101,16015,D,4,"MWF 1200-1250,  ","H Siegrist",TBA,15,15,"Closed // Waitlist: 4","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16018,"Literature and Composition",101,16018,E,4,"TR 0800-0915,  ","L Tucker",TBA,15,15,"Closed // Waitlist: 4","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16019,"Literature and Composition",101,16019,F,4,"TR 0930-1045,  ","M Irvin",TBA,15,15,"Closed // Waitlist: 8","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16016,"Literature and Composition",101,16016,G,4,"TR 1100-1215,  ","B Engel",TBA,15,15,"Closed // Waitlist: 6","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16017,"Literature and Composition",101,16017,H,4,"TR 1330-1445,  ","J Grammer",TBA,15,15,"Closed // Waitlist: 4","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 8 (none available)","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16020,"Representative Masterpieces",200,16020,A,4,"MWF 1100-1150,  ","M Irvin",TBA,15,15,"Closed // Waitlist: 2","General Education: GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 5 (none available); Prerequisites: One course with attribute G1 including AP or IB credit","An examination of several masterpieces of Western literature, including Homer's <em>Iliad</em> and Dante's <em>Divine Comedy</em>. Some sections are writing-intensive.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16264,"Young Dystopia: Society and Crisis in Young Adult Dystopian Literature",206,16264,A,4,"TR 0930-1045,  ","B Threatt",TBA,15,15,"Closed // Waitlist: 3","General Education: GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 5 (none available)","This course features a range of dystopian literature in the young adult category. What can be learned from books written for those aged 16-25? What is the political potential of this demographic and how can dystopia incite them? “Young Dystopia” takes on these questions and more while surveying subgenres of dystopia that span but are not limited to monster apocalypse all the way to oppressive governments. Dystopian literature presents important questions and warnings that open up wider conversations about the contemporary world and how to protect it.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16021,"Studies in Poetry",210,16021,A,4,"MWF 0900-0950,  ","J Michael",TBA,15,15,"Closed // Waitlist: 0","General Education: GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 5 (none available); Prerequisites: One course with attribute G1 including AP or IB credit","An examination of poems from British and American literature selected by the instructor. Writing-intensive some semesters.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16022,"Studies in Literature: The Love Arts",212,16022,A,4,"TR 1330-1445,  ","B Engel",TBA,20,18,"Available: 2","Prerequisites: One course with attribute G1 including AP or IB credit","A course which examines texts in various genres and which may focus on a particular theme chosen by the instructor.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16023,"The Novel in the Global Age",316,16023,A,4,"MWF 1000-1050,  ","D Ettensohn",TBA,15,15,"Closed // Waitlist: 1","General Education: GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI","This course explores the contemporary Anglophone novel since 1989, a period that coincides with the increased pace of globalization. Written largely from transnational perspectives that defy traditional national boundaries, the novels in this course share a common concern with capturing global experience and analyzing the cultural and economic impact of globalization. Potential readings include works by Chimamanda Ngozi Adichie, Teju Cole, Amitav Ghosh, Michael Ondaatje, and Ruth Ozeki.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16024,"Middle English Literature",348,16024,A,4,"M 1930-2200,  ","B Engel",TBA,20,18,"Available: 2","Prerequisites: One course in English with attribute GFWI","A study of literature written in Middle English (1100-1500), including instruction in the reading and pronunciation of Middle English. The course thematically examines the explosion of literature in late medieval England, which includes Geoffrey Chaucer, the Pearl Poet, Margery Kempe, Julian of Norwich, William Langland, and Thomas Malory. The course also explores the history and context of late medieval Britain, including its relationship to literature of the Continent.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16025,"Shakespeare Seminar",356,16025,A,4,"TR 1500-1615,  ","R Macdonald",TBA,15,14,"Available: 1","General Education: GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI","This course explores a selection of Shakespeare's plays through a critical framework chosen by the instructor. These approaches may include a focus on specific genres, the investigation of common themes, or the examination of performance tradition and cinematic adaptation.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16026,"Shakespeare II",358,16026,A,4,"MWF 1200-1250,  ","K Malone",TBA,20,18,"Available: 2","Prerequisites: One course in English with attribute GFWI","A study of several plays after 1600.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16036,"Renaissance Literature II",360,16036,A,4,"MW 1530-1645,  ","R Macdonald",TBA,20,5,"Available: 15","Prerequisites: One course in English with attribute GFWI","A study of the major seventeenth-century poets, concentrating on such poets' redefinitions of genre, mode, and source. Readings emphasize works by Donne, Herbert, Jonson, Herrick, Milton, and Marvell.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16037,"British Romanticism: the Early 19th Century",370,16037,A,4,"TR 0930-1045,  ","J Michael",TBA,20,16,"Available: 4","Prerequisites: One course in English with attribute GFWI","A study of the poetry and poetic theory of British romanticism. Included is an examination of such writers as Wordsworth, Coleridge, Byron, Shelley, and Keats.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16038,"The Victorian Novel",374,16038,A,4,"MW 1530-1645,  ","M Jafri",TBA,20,20,"Closed // Waitlist: 1","Prerequisites: One course in English with attribute GFWI","A study of several major Victorian authors, including Charles Dickens, Charlotte Brontë, George Eliot, Thomas Hardy, and Oscar Wilde.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16039,"American Literature from 1850-1900",378,16039,A,4,"TR 1100-1215,  ","J Grammer",TBA,20,20,"Closed // Waitlist: 0","Prerequisites: One course in English with attribute GFWI","Like Abraham Lincoln’s announcement of “a new birth of freedom” in the Gettysburg Address, the American literature covered in English 378 struggles to articulate, then problematize, American freedom in the era surrounding the Civil War and emancipation.  What is freedom?  To whom does it extend?  What are its blessings and its costs?  Nobody has ever thought more profoundly about these issues than the American writers who emerged before, during, and after the war America fought with itself:  Nathaniel Hawthorne, Herman Melville, Harriet Jacobs, Emily Dickinson, Mark Twain, Henry James, Charles Chesnutt, Charlotte Perkins Gilman, and others.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16265,"Virginia Woolf",388,16265,A,4,"W 1400-1630,  ","L Tucker",TBA,15,15,"Closed // Waitlist: 3","General Education: GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI","This seminar ranges across the diverse, innovative, playful, and provocative works of British modernist author Virginia Woolf. Readings include a selection of Woolf’s short fiction, novels, and nonfiction writing, as well as secondary scholarly works that situate Woolf in her historical and cultural milieu and illuminate the threads of aesthetics, feminism, and what we now call “modernism” in her work. Woolf’s writing opens up timely and important questions about the role of form and voice in writing, the conventions of both literary and academic writing, and how and when to play at the edges of those conventions.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16040,Faulkner,393,16040,A,4,"M 1400-1630,  ","J Grammer",TBA,15,12,"Available: 3","General Education: GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI","The most innovative American novelist of the twentieth century is also the writer we need to make sense of the twenty-first. “The past is never dead,” Faulkner said. “It isn’t even past.”  But why isn’t it?  Why can’t we, as so many Americans ask, “just move on”?  Faulkner’s novels keep asking this plaintive question, his characters yearning for the freedom of the fresh start but caught by a tragic past that doesn’t want to let go.  This class focuses on the major novels Faulkner wrote, in blindingly quick succession, between 1929 and 1942, what he later called his “matchless time.”",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16041,"African-American Literature",395,16041,A,4,"TR 1330-1445,  ","B Threatt",TBA,20,8,"Available: 12","Prerequisites: One course in English with attribute GFWI","A study of the major traditions of African-American writing from the nineteenth century to the present, including Frederick Douglass, Linda Brent, Zora Neale Hurston, Langston Hughes, Richard Wright, Ralph Ellison, Ernest Gaines, Toni Morrison, and Rita Dove.",ENGL,English,ENGL,202620,"4 hours"
202620ENGL16042,"Literary Criticism",401,16042,A,4,"MW 1400-1515,  ","S Batkie",TBA,15,12,"Available: 3","General Education: GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI","A study of criticism from classical times to post-structuralism and contemporary approaches to literary and cultural analysis, students will read closely and discuss major critical documents in the literary tradition of the West. Emphasis is placed on practical application of critical theory as well as on its history and development.",ENGL,English,ENGL,202620,"4 hours"
202620ESCI16057,"The Science of Sustainability",220,16057,A,4,"MWF 0900-0950,  ","K Watson",TBA,26,26,"Closed // Waitlist: 4","Prerequisites: One course in Biology (BIOL), Chemistry (CHEM), Environmental Studies (ENST), Environmental Sciences (ESCI), Forestry (FORS), Geology (GEOL), Mathematics Physics (PHYS), or Statistics (STAT)","In this course, students learn to carry out their own independent research on important issues in environmental management and sustainability. Meetings are focused upon hands-on practice in experimental design, field data collection, data management, basic coding, project management, grant proposal writing, and public speaking. Throughout those experiences, students gain foundational knowledge in the sciences of climate change, carbon sequestration, pollution, and environmental justice.",ESCI,"Environmental Sciences",ESCI,202620,"4 hours"
202620ESCI16058,"Data Storytelling and Sustainable Development",222,16058,A,4,"TR 1100-1215,  ","E Ezell",TBA,18,18,"Closed // Waitlist: 2",,"Data science plays a critically important role in guiding and monitoring sustainable development goals that seek to align environmental, social, and economic progress. This course explores the intersection of data science and sustainable development, with a practical focus on several core skills: managing real-world datasets, data visualization design, reproducible workflows, complex project management, and impactful data-driven storytelling. Students learn tools such as interactive data dashboards, data storyboards and blogs, automated report generation, data cleaning, data repositories, version control, and data entry software design. They then apply these skills to investigate and communicate emerging issues in sustainable development.",ESCI,"Environmental Sciences",ESCI,202620,"4 hours"
202620ESCI16056,"Watershed Science Capstone",430,16056,A,4,"T 1330-1600,  ","K Watson",TBA,22,5,"Available: 17","Open only to seniors pursuing curricular certificates in watershed science","Capstone course for students pursuing the watershed science certificate. A multidisciplinary, project-oriented course in which students address issues related to two or more of the following topic areas: the interaction of biological processes and watershed function, chemical processes in streams and watershed, the relation between forested landscapes and hydrologic systems, or geological processes in terrestrial aquatic systems.",ESCI,"Environmental Sciences",ESCI,202620,"4 hours"
