uid,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202610ECON12386,"Principles of Economics",120,12386,A,4,"MWF 1000-1050,  ","P Mahler","Walsh-Ellett Hall 202",26,23,"Available: 3","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 11 (none available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12387,"Principles of Economics",120,12387,B,4,"MWF 1100-1150,  ","P Mahler","Walsh-Ellett Hall 202",26,25,"Available: 1","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 12 (none available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12388,"Principles of Economics",120,12388,C,4,"MWF 1200-1250,  ","B Blythe","Walsh-Ellett Hall 308",26,26,"Closed // Waitlist: 4","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (none available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12653,"Principles of Economics",120,12653,D,4,"MWF 1300-1350,  ","B Blythe","Walsh-Ellett Hall 308",26,26,"Closed // Waitlist: 1","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (none available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12390,"Principles of Economics",120,12390,E,4,"TR 0800-0915,  ","B Sturgill","Walsh-Ellett Hall 210",26,24,"Available: 2","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (1 available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12391,"Principles of Economics",120,12391,F,4,"TR 1100-1215,  ","B Sturgill","Walsh-Ellett Hall 310",26,26,"Closed // Waitlist: 0","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 11 (none available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12392,"Principles of Economics",120,12392,G,4,"TR 1330-1445,  ","T Song","Walsh-Ellett Hall 304",26,26,"Closed // Waitlist: 0","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 13 (none available); Consent of professor required for late entry","The course introduces students to the field of economics, and explores a variety of topics spanning both microeconomics and macroeconomics. Using basic algebraic and graphical techniques, it lays the foundation for how economists model the world using mathematics to study how individuals, firms and governments make choices and how they affect the world around us. Microeconomic topics include consumer theory, producer theory, behavior of firms, externalities, and the role of the government in the economy. Macroeconomic topics include determination of output, unemployment, interest rates, inflation, monetary and fiscal policies, and economic growth.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12393,"Principles of Econometrics",133,12393,A,4,"MWF 0900-0950,  ","A Elrod","J. Albert Woods Laboratories 134",24,24,"Closed // Waitlist: 0","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 1 (none available); Prerequisites: ECON 120; Consent of professor required for late entry","This course is an introduction to econometrics, a field of economics that facilitates the understanding of economic literature and pursuit of empirical research in economics. It covers the use of basic statistical methods, probability theory, sampling theory, estimation, hypothesis testing, and linear regression. Students practice the application of these techniques by collecting, organizing, and analyzing real-world economic data using the statistical software STATA.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12394,"Principles of Econometrics",133,12394,B,4,"MWF 1000-1050,  ","A Elrod","J. Albert Woods Laboratories 134",24,24,"Closed // Waitlist: 0","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 2 (none available); Prerequisites: ECON 120; Consent of professor required for late entry","This course is an introduction to econometrics, a field of economics that facilitates the understanding of economic literature and pursuit of empirical research in economics. It covers the use of basic statistical methods, probability theory, sampling theory, estimation, hypothesis testing, and linear regression. Students practice the application of these techniques by collecting, organizing, and analyzing real-world economic data using the statistical software STATA.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12395,"Microeconomic Theory",201,12395,A,4,"MWF 1100-1150,  ","K Misra","Walsh-Ellett Hall 306",26,24,"Available: 2","Waitlist by Class Standing; Prerequisites: (ECON 101 or ECON 120) and (MATH 101, MATH 102, or MATH 207); Consent of professor required for late entry","Studies the behavior of consumers, firms, and industries, and the conditions of equilibrium in output/input markets and in the economy as a whole.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12396,"Macroeconomic Theory",202,12396,A,4,"MWF 0900-0950,  ","L Sherpa","Walsh-Ellett Hall 308",26,16,"Available: 10","Waitlist by Class Standing; Prerequisites: (ECON 102 or ECON120) and (MATH 101, MATH 102, or MATH 207); Consent of professor required for late entry","The theory of economic growth, employment, and the price level.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12397,"Macroeconomic Theory",202,12397,B,4,"MWF 1000-1050,  ","L Sherpa","Walsh-Ellett Hall 308",26,26,"Closed // Waitlist: 1","Waitlist by Class Standing; Prerequisites: (ECON 102 or ECON120) and (MATH 101, MATH 102, or MATH 207); Consent of professor required for late entry","The theory of economic growth, employment, and the price level.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12398,"Applied Econometrics",233,12398,A,4,"MWF 0800-0850,  ","A Elrod","J. Albert Woods Laboratories 134",24,20,"Available: 4","Prerequisite:  ECON 133 ; Consent of professor required for late entry","This course provides an introduction to economic applications of statistics, including descriptive statistics, probability theory, distributions, parameter estimation, hypothesis testing, simple and multiple regression, and the application of these statistics to economic research. Students will use econometric software and real-world data to study economic questions. Open only to students pursuing majors in Economics or Finance.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12399,"Money and Banking",301,12399,A,4,"MW 1400-1515,  ","L Sherpa","Walsh-Ellett Hall 306",20,20,"Closed // Waitlist: 4","Waitlist by Class Standing; Prerequisites: ECON 102 or ECON 120; Consent of professor required for late entry","A study of the American monetary and banking systems, with particular attention to commercial banking, the Federal Reserve System, monetary theory, and monetary policy.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12400,"Labor Economics",304,12400,A,4,"TR 1100-1215,  ","P Mahler","Walsh-Ellett Hall 208",20,7,"Available: 13","Prerequisite:  ECON 201  or  ECON 305  ; Consent of professor required for late entry","This course uses microeconomic theory to analyze the economics of work. The demand for and the supply of labor are the basis for analyzing a wide range of observed outcomes in the labor market, including wage determination and employment. Topics with important policy implications include human capital and educational investments, economics of the highly paid, unions, immigration policy, fringe benefits, unemployment insurance, race and gender discrimination, minimum wage policies, welfare policy, and the distribution of income.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12401,"Economic Development",310,12401,A,4,"MWF 0800-0850,  ","K Misra","Walsh-Ellett Hall 206",20,13,"Available: 7","Prerequisites: (ECON 101 and ECON102) or ECON 120; Consent of professor required for late entry","The course examines the principles and concepts of development and focuses on major development problems and policies, both domestic and international.  Topics of analysis include theories of economic growth and development, poverty and income distribution, population, human capital, agricultural and rural development, and international trade.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12402,"Environmental Economics",335,12402,A,4,"MWF 1100-1150,  ","B Blythe","Walsh-Ellett Hall 308",20,20,"Closed // Waitlist: 5","Prerequisites: ECON 101 or ECON 120; Consent of professor required for late entry","A study of the causes of and solutions for pollution and environmental degradation weighs the value of ecosystems and their role in sustaining economic activity. Applies cost/benefit analysis to environmental issues and provides an introduction to economics of nonrenewable and renewable resources such as mines, forests, and fish.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12403,"Game Theory",341,12403,A,4,"MW 1530-1645,  ","M St-Pierre","Walsh-Ellett Hall 306",20,11,"Available: 9","Prerequisites: (ECON 101 or ECON 120) and (MATH 101, MATH 102, or MATH 207); Consent of professor required for late entry","An introduction to the field of game theory--that is, study of strategic interactions in which participants take into account both the realized and anticipated behavior of other participants in determining their own behavior. Applications are drawn from the labor market, oligopoly, global politics, and everyday life.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12404,"International Trade",343,12404,A,4,"TR 0800-0915,  ","K Theyson","Walsh-Ellett Hall 206",20,13,"Available: 7","Prerequisites: ECON 101 or ECON 120; Consent of professor required for late entry","This course studies international trade theories and trade policy. Topics include trade models, the gains from trade, determinants of the terms of trade and income distribution, global factor movements, protectionist policy, and trade agreements.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12405,"Research Seminar",410,12405,A,4,"TR 0800-0915,  ","M St-Pierre","Carnegie Hall 221",11,11,"Closed // Waitlist: 0","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in economics; Prerequisites: ECON 333 or (ECON 233 and ECON 201 and ECON 202); Consent of professor required for late entry","This course uses economic literature as a tool to examine the economic ideas and advanced econometric techniques necessary to empirical economic research. Students will apply these concepts to their original senior research, which will be completed as part of this course. Open only to seniors pursuing majors in economics.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12406,"Research Seminar",410,12406,B,4,"TR 0800-0915,  ","T Song","Carnegie Hall 001",9,9,"Closed // Waitlist: 0","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in economics; Prerequisites: ECON 333 or (ECON 233 and ECON 201 and ECON 202); Consent of professor required for late entry","This course uses economic literature as a tool to examine the economic ideas and advanced econometric techniques necessary to empirical economic research. Students will apply these concepts to their original senior research, which will be completed as part of this course. Open only to seniors pursuing majors in economics.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12407,"Research Seminar",410,12407,C,4,"TR 0930-1045,  ","M St-Pierre","Carnegie Hall 221",6,6,"Closed // Waitlist: 0","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in economics; Prerequisites: ECON 333 or (ECON 233 and ECON 201 and ECON 202); Consent of professor required for late entry","This course uses economic literature as a tool to examine the economic ideas and advanced econometric techniques necessary to empirical economic research. Students will apply these concepts to their original senior research, which will be completed as part of this course. Open only to seniors pursuing majors in economics.",ECON,Economics,ECON,202610,"4 hours"
202610ECON12408,"Research Seminar",410,12408,D,4,"TR 0930-1045, U 1400-1600","T Song","Carnegie Hall 001",9,9,"Closed // Waitlist: 0","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in economics; Prerequisites: ECON 333 or (ECON 233 and ECON 201 and ECON 202); Consent of professor required for late entry","This course uses economic literature as a tool to examine the economic ideas and advanced econometric techniques necessary to empirical economic research. Students will apply these concepts to their original senior research, which will be completed as part of this course. Open only to seniors pursuing majors in economics.",ECON,Economics,ECON,202610,"4 hours"
202610EDUC12805,"Methods of Teaching Writing",220,12805,A,1,"R 1100-1200,  ","S Batkie",TBA,22,7,"Available: 15","Prerequisites: Only open to Writing Center tutors; Consent of professor required for late entry","The course surveys the expectations for successful writing in several disciplines and explores various strategies peer and professional tutors may employ to help student writers attain their goals. Participants will examine samples of student writing, discuss possible responses, and develop model interactions between tutors and students.",EDUC,Education,EDUC,202610,"1 hour"
202610ENGL12354,"Literature and Composition",101,12354,A,4,"MWF 0800-0850,  ","A Bruce","Walsh-Ellett Hall 202",15,15,"Closed // Waitlist: 0","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 12 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12355,"Literature and Composition",101,12355,B,4,"MWF 0900-0950,  ","M Jafri","Gailor Hall 019",15,15,"Closed // Waitlist: 0","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 11 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12356,"Literature and Composition",101,12356,C,4,"MWF 0900-0950,  ","R Macdonald","Gailor Hall 114",15,15,"Closed // Waitlist: 0","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 12 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12357,"Literature and Composition",101,12357,D,4,"MWF 1000-1050,  ","R Macdonald","Gailor Hall 114",15,15,"Closed // Waitlist: 2","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 12 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12358,"Literature and Composition",101,12358,E,4,"MWF 1100-1150,  ","K Malone","Gailor Hall 114",15,15,"Closed // Waitlist: 1","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 11 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12359,"Literature and Composition",101,12359,F,4,"MWF 1200-1250,  ","D Ettensohn","Gailor Hall 128",15,15,"Closed // Waitlist: 0","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 10 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12360,"Literature and Composition",101,12360,G,4,"TR 0930-1045,  ","B Threatt","Gailor Hall 225",15,14,"Available: 1 Reserved","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 9 (1 available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12361,"Literature and Composition",101,12361,H,4,"TR 1100-1215,  ","M Irvin","Gailor Hall 114",15,14,"Closed: 1 Reserved // Waitlist: 2","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 11 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12362,"Literature and Composition",101,12362,J,4,"TR 1100-1215,  ","H Siegrist","Gailor Hall 212",15,14,"Available: 1","General Education: G1: Reading Closely,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 10 (none available); Consent of professor required for late entry","This writing-intensive introduction to literature written in English may include a selection of formal verse, fiction, drama, and at least one play by Shakespeare. The course is designed to develop the student’s imaginative understanding of literature along with the ability to write and speak with greater clarity. It is intended to be of interest to students at any level of preparation.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12363,"Representative Masterpieces",200,12363,A,4,"TR 1500-1615,  ","R Macdonald","Gailor Hall 128",20,18,"Available: 2","Reserved Seats: new first-year students - 3 (1 available); Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry","An examination of several masterpieces of Western literature, including Homer's <em>Iliad</em> and Dante's <em>Divine Comedy</em>. Some sections are writing-intensive.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12364,"Women in Literature",207,12364,A,4,"TR 0800-0915,  ","L Tucker","Gailor Hall 202",15,15,"Closed // Waitlist: 2","General Education: G7: Encountering Perspectives,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 5 (none available); Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry","A consideration of the role of women in literature.  Topics include Gothic fiction, nineteenth and twentieth century women writers, and women in fiction.  Drawing on authors of both genders, the course considers gender relations, the historic role of women, the special challenges that have faced women writers, and the role of women in fiction.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12698," Frankenstein: Origins and Afterlives",212,12698,A,4,"TR 0930-1045,  ","J Michael","Walsh-Ellett Hall 208",16,14,"Available: 2","Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry","A course which examines texts in various genres and which may focus on a particular theme chosen by the instructor.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12726,"The Literature of Memoir",221,12726,A,4,"MW 1530-1645,  ","H Siegrist","Gailor Hall 114",15,14,"Available: 1","General Education: G7: Encountering Perspectives,GFWI: Foundational Writing Intensive<br><br>Reserved Seats: new first-year students - 4 (none available); Prerequisites: One course with attribute G1 including AP or IB credit; Consent of professor required for late entry","Students examine the memoirs of writers such as Richard Wright, Maya Angelou, Tobias Wolff, Joan Didion, Patti Smith, J. Drew Lanham, Garrett Hongo, Jesmyn Ward, Maggie Nelson, Stephanie Danler, and Kiese Laymon. Students analyze the techniques of memoir with an eye towards addressing the difference between memoir and autobiography, engaging the matter of “truth” in memoir, and discerning the influence of literary traditions as well as regional, racial, ethnic, and gendered histories within an author’s articulation of self. Students write several short memoir pieces as well as analytical essays.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12366,"Special Topics: The Novel",349,12366,A,4,"MW 1530-1645, W 1400-1600","M Jafri","Gailor Hall 132",20,7,"Available: 13","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry; For a detailed description of this Special Topics Course: <a href=""https://registrar.sewanee.edu/students/topics/""> https://registrar.sewanee.edu/students/topics</a>","Though its content will vary from semester to semester, this class always focuses on a special topic in English, Anglophone, or American literature not fully covered in existing courses.  Examples might include courses on a single author, a literary movement or tradition, a genre, or a theme. This course may be repeated for credit when the topic differs.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12367,Chaucer,352,12367,A,4,"MWF 1200-1250,  ","M Irvin","Gailor Hall 114",15,14,"Available: 1","General Education: GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","A study of the <em>Canterbury Tales</em> and other poems by Chaucer. A term paper is usually expected.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12368,"Early Women's Voices",354,12368,A,4,"M 1930-2200,  ","B Engel","Gailor Hall 128",20,8,"Available: 12","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","A study of women’s literature before 1800, this course examines how feminine voices were presented and heard in their historical contexts. Readings for the class are drawn from the Middle Ages through the seventeenth century, and ask students to think through the conditions of feminine authorship and identity in the pre-modern period.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12369,"Shakespeare I",357,12369,A,4,"TR 1330-1445,  ","S Batkie","Gailor Hall 110",20,15,"Available: 5","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","A study of several plays written before 1600.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12370,"The Restoration and Eighteenth Century",365,12370,A,4,"MW 1400-1515,  ","K Malone","Gailor Hall 114",20,5,"Available: 15","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","This course examines major authors of the period from 1680 to 1800, including Behn, Dryden, Swift, Pope, Gay, Johnson, Gray, Goldsmith, and Burns. Topics may include Restoration cultures and theater, neoclassicism, satire, and sensibility.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12372,"Victorian Poetry and Prose",373,12372,A,4,"MWF 1100-1150,  ","M Jafri","Gailor Hall 110",20,13,"Available: 7","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","A survey of British poetry and non-fiction prose of the Victorian era (1837 to 1901). Texts include poetry by Tennyson, Elizabeth Barrett Browning, Robert Browning, Arnold, Swinburne, D.G. Rossetti, Christina Rossetti, Hopkins, and Hardy, as well as prose by Carlyle, Darwin, Arnold, Ruskin,  Morris, and Wilde.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12373,"American Literature, Beginnings to 1855",377,12373,A,4,"TR 1330-1445,  ","J Grammer","Gailor Hall 114",16,13,"Available: 3","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","Many people know one sentence from early American literature: Puritan leader John Winthrop’s 1630 claim that “we shall be as a City on a Hill.”  Often misinterpreted as a promise of inevitable national success, these words were actually a warning that America’s redemptive promises carried the risk of disastrous and conspicuous failure.  This course traces the efforts of English-language writers to respond to both the promises and the failures of the tiny colonial settlements that became the United States.  Authors studied include Anne Bradstreet, Mary Rowlandson, Phillis Wheatley, Frederick Douglass, Edgar Allan Poe, Henry David Thoreau, Nathaniel Hawthorne and Walt Whitman.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12374,"Origins and Development of the American Novel: 1790 to 1920",379,12374,A,4,"MW 1400-1515,  ","J Grammer","Gailor Hall 132",20,6,"Available: 14","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","“In the four quarters of the globe,” sneered the English critic Sidney Smith in 1820, “who reads an American book?”  This course introduces the U.S. writers who answered Smith’s challenge, such as Hannah Webster Foster, James Fenimore Cooper, Nathaniel Hawthorne, Herman Melville, Harriet Beecher Stowe, Henry James, Charles W. Chesnutt, Willa Cather, and Theodore Dreiser.  They invented a distinctively American novel and in the process produced masterpieces that are still recognized in all four quarters of the globe.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12375,"Revivals, Riots, Roots: Modern and Contemporary Irish Literature",385,12375,A,4,"TR 0930-1045,  ","L Tucker","Gailor Hall 128",20,15,"Available: 5","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","This course introduces students to modern Irish and Northern Irish poetry, fiction, and drama, beginning with Yeats and the last phase of the Celtic Revival and reaching up through the short-lived Celtic Tiger of the Twenty-First Century. These texts are concerned with borders and bequests of all kinds, but class discussions focus primarily on literary responses to high modernism, cultural nationalism and the Irish language, sectarian violence, and the role of the Catholic Church. The survey explores these historical and cultural contexts, observes the different kinds of critical attention these genres demand, and emphasizes the practice of close reading.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12725,"Spill the Tea: Black Politics of Storytelling and Secret Keeping",387,12725,A,4,"TR 1500-1615,  ","B Threatt","Gailor Hall 019",15,2,"Available: 13","General Education: G7: Encountering Perspectives,GMWI: Major Writing Intensive<br><br>Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","The course examines perceptions of truth, history, and humanity by looking at official historical records alongside narrative such as gossip, secrets, and hearsay. This comparative study will open challenging conversations about authoritative history and power by surveying the slave and neo-slave genres alongside the critical texts of scholars such as Zora Neale Hurston and Saidiya Hartman. In doing so, students will develop an ethic of engaging difficult histories and violent transatlantic archives. By surveying the shaping of narrative from the 19th to the 21st century, students will tune their ears to hear the silences of Black stories and the erasures of master narratives.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12686,"World Literature in English",399,12686,A,4,"TR 1100-1215,  ","D Ettensohn","Gailor Hall 103",20,11,"Available: 9","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","A study of twentieth-century literature written in English from Africa, South Asia, and the Caribbean, concentrating on colonial and post-colonial themes, as well as issues of gender, politics, and nationalism.  Possible authors include Chinua Achebe, Wole Soyinka, Nadine Gordimer, J. M. Coetzee, Salman Rushdie, Arundhati Roy, V. S. Naipaul, and Derek Walcott.",ENGL,English,ENGL,202610,"4 hours"
202610ENGL12376,"Honors Seminar",451,12376,A,4,"W 1930-2230,  ","B Engel","Gailor Hall 202",15,6,"Available: 9","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in English; Prerequisites: Instructor prerequisite override required; Consent of professor required for late entry","This course supports students in conceiving and writing an honors thesis. Students explore the research and writing methods required by a thesis, such as creating a project bibliography, reading scholarship critically, identifying a compelling research question, drafting sections, and bringing multiple pieces of writing together into an extended work of scholarship. The writing for this course will culminate in a polished draft of the thesis.",ENGL,English,ENGL,202610,"4 hours"
202610ENST12526,"Introduction to Environmental Studies",101,12526,A,4,"TR 1100-1215,  ","D Carter","Snowden Hall 215",26,26,"Closed // Waitlist: 0","Open only to first-year students, sophomores, and juniors; Reserved Seats: new first-year students - 11 (none available); Consent of professor required for late entry","An interdisciplinary introduction to Environmental Studies through the examination of the scientific and social aspects of environmental issues.  Field components of the course focus on the University Domain and the surrounding area.  This course is required for all students who major or minor in environmental studies and should be taken before the junior year.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12353,"Introduction to ""Nature"" Writing",150,12353,A,4,"T 1330-1600,  ","R Tate","Spencer Hall 262",16,15,"Available: 1","General Education: GFWI: Foundational Writing Intensive<br><br>Open only to first-year students and sophomores; Reserved Seats: new first-year students - 8 (none available); Consent of professor required for late entry","Students conduct experiments in nonfiction writing and critique, informed by study of the local environment and notable contemporary essays that discuss how ""nature"" is understood and represented. Class activities focus on literary craft, peer critique, and revision of written work. Field study provides both substance and inspiration for student writing.",ENST,"Environmental Studies",ENST,202610,"4 hours"
